Completed,Week,Day of Week,Projected Winner,Projected Winner's Rank,Projected Winner's Percentage Difference,Rank Difference,Projected Winner Futures Difference,Away Team,Away Rank,Away Percentage,Away Futures NJ,Away-Home Futures NJ difference,Home Team,Home Rank,Home Percentage,Home Futures NJ,Home-Away Futures NJ difference,Game URL
true,3,,Minnesota Vikings,13,,5,5000,Los Angeles Chargers,13,NaN,5000,-5000,Minnesota Vikings,15,NaN,10000,5000,https://www.espn.com/nfl/game?gameId=401547436
true,3,,New York Jets,25,,1,-90000,New England Patriots,28,NaN,100000,90000,New York Jets,16,NaN,10000,-90000,https://www.espn.com/nfl/game?gameId=401547430
true,3,,Washington Commanders,27,,22,22800,Buffalo Bills,8,NaN,2200,-22800,Washington Commanders,25,NaN,25000,22800,https://www.espn.com/nfl/game?gameId=401547431
true,3,,Jacksonville Jaguars,11,,7,-8000,Houston Texans,17,NaN,10000,8000,Jacksonville Jaguars,7,NaN,2000,-8000,https://www.espn.com/nfl/game?gameId=401547435
true,3,,Baltimore Ravens,3,,18,-19250,Indianapolis Colts,23,NaN,20000,19250,Baltimore Ravens,3,NaN,750,-19250,https://www.espn.com/nfl/game?gameId=401547427
true,3,,Seattle Seahawks,15,,16,-96000,Carolina Panthers,31,NaN,100000,96000,Seattle Seahawks,10,NaN,4000,-96000,https://www.espn.com/nfl/game?gameId=401547432
true,3,,Kansas City Chiefs,2,,24,-99550,Chicago Bears,27,NaN,100000,99550,Kansas City Chiefs,0,NaN,450,-99550,https://www.espn.com/nfl/game?gameId=401547438
true,3,,Arizona Cardinals,29,,25,99000,Dallas Cowboys,4,NaN,1000,-99000,Arizona Cardinals,30,NaN,100000,99000,https://www.espn.com/nfl/game?gameId=401547437
true,3,,Las Vegas Raiders,30,,13,20000,Pittsburgh Steelers,12,NaN,5000,-20000,Las Vegas Raiders,24,NaN,25000,20000,https://www.espn.com/nfl/game?gameId=401547439
true,3,,Tampa Bay Buccaneers,19,,12,14500,Philadelphia Eagles,1,NaN,500,-14500,Tampa Bay Buccaneers,21,NaN,15000,14500,https://www.espn.com/nfl/game?gameId=401547440
true,3,,Cincinnati Bengals,9,,3,-12800,Los Angeles Rams,20,NaN,15000,12800,Cincinnati Bengals,9,NaN,2200,-12800,https://www.espn.com/nfl/game?gameId=401547441
true,4,,Green Bay Packers,20,,10,14000,Detroit Lions,5,NaN,1000,-14000,Green Bay Packers,19,NaN,15000,14000,https://www.espn.com/nfl/game?gameId=401547442
true,4,,Jacksonville Jaguars,11,,11,-18000,Atlanta Falcons,22,NaN,20000,18000,Jacksonville Jaguars,7,NaN,2000,-18000,https://www.espn.com/nfl/game?gameId=401547227
true,4,,Buffalo Bills,5,,1,1200,Miami Dolphins,6,NaN,1000,-1200,Buffalo Bills,8,NaN,2200,1200,https://www.espn.com/nfl/game?gameId=401547443
true,4,,Chicago Bears,26,,3,85000,Denver Broncos,18,NaN,15000,-85000,Chicago Bears,27,NaN,100000,85000,https://www.espn.com/nfl/game?gameId=401547444
true,4,,Cleveland Browns,14,,11,4250,Baltimore Ravens,3,NaN,750,-4250,Cleveland Browns,11,NaN,5000,4250,https://www.espn.com/nfl/game?gameId=401547445
true,4,,Tennessee Titans,28,,19,37800,Cincinnati Bengals,9,NaN,2200,-37800,Tennessee Titans,26,NaN,40000,37800,https://www.espn.com/nfl/game?gameId=401547452
true,4,,Indianapolis Colts,21,,9,5000,Los Angeles Rams,20,NaN,15000,-5000,Indianapolis Colts,23,NaN,20000,5000,https://www.espn.com/nfl/game?gameId=401547449
true,4,,New Orleans Saints,16,,3,-9000,Tampa Bay Buccaneers,21,NaN,15000,9000,New Orleans Saints,14,NaN,6000,-9000,https://www.espn.com/nfl/game?gameId=401547450
true,4,,Philadelphia Eagles,7,,20,-24500,Washington Commanders,25,NaN,25000,24500,Philadelphia Eagles,1,NaN,500,-24500,https://www.espn.com/nfl/game?gameId=401547451
true,4,,Carolina Panthers,31,,18,90000,Minnesota Vikings,15,NaN,10000,-90000,Carolina Panthers,31,NaN,100000,90000,https://www.espn.com/nfl/game?gameId=401547448
true,4,,Houston Texans,18,,1,5000,Pittsburgh Steelers,12,NaN,5000,-5000,Houston Texans,17,NaN,10000,5000,https://www.espn.com/nfl/game?gameId=401547446
true,4,,Los Angeles Chargers,8,,22,-20000,Las Vegas Raiders,24,NaN,25000,20000,Los Angeles Chargers,13,NaN,5000,-20000,https://www.espn.com/nfl/game?gameId=401547447
true,4,,Dallas Cowboys,4,,20,-99000,New England Patriots,28,NaN,100000,99000,Dallas Cowboys,4,NaN,1000,-99000,https://www.espn.com/nfl/game?gameId=401547453
true,4,,San Francisco 49ers,1,,28,-99500,Arizona Cardinals,30,NaN,100000,99500,San Francisco 49ers,2,NaN,500,-99500,https://www.espn.com/nfl/game?gameId=401547454
true,4,,New York Jets,25,,23,9550,Kansas City Chiefs,0,NaN,450,-9550,New York Jets,16,NaN,10000,9550,https://www.espn.com/nfl/game?gameId=401547455
true,4,,New York Giants,32,,17,96000,Seattle Seahawks,10,NaN,4000,-96000,New York Giants,29,NaN,100000,96000,https://www.espn.com/nfl/game?gameId=401547456
true,5,,Washington Commanders,27,,1,-75000,Chicago Bears,27,NaN,100000,75000,Washington Commanders,25,NaN,25000,-75000,https://www.espn.com/nfl/game?gameId=401547457
true,5,,Buffalo Bills,5,,6,200,Jacksonville Jaguars,7,NaN,2000,-200,Buffalo Bills,8,NaN,2200,200,https://www.espn.com/nfl/game?gameId=401547228
true,5,,Atlanta Falcons,22,,4,10000,Houston Texans,17,NaN,10000,-10000,Atlanta Falcons,22,NaN,20000,10000,https://www.espn.com/nfl/game?gameId=401547463
true,5,,Detroit Lions,10,,21,-99000,Carolina Panthers,31,NaN,100000,99000,Detroit Lions,5,NaN,1000,-99000,https://www.espn.com/nfl/game?gameId=401547464
true,5,,Indianapolis Colts,21,,7,-20000,Tennessee Titans,26,NaN,40000,20000,Indianapolis Colts,23,NaN,20000,-20000,https://www.espn.com/nfl/game?gameId=401547458
true,5,,Miami Dolphins,6,,26,-99000,New York Giants,29,NaN,100000,99000,Miami Dolphins,6,NaN,1000,-99000,https://www.espn.com/nfl/game?gameId=401547465
true,5,,New England Patriots,24,,8,94000,New Orleans Saints,14,NaN,6000,-94000,New England Patriots,28,NaN,100000,94000,https://www.espn.com/nfl/game?gameId=401547459
true,5,,Pittsburgh Steelers,17,,14,4250,Baltimore Ravens,3,NaN,750,-4250,Pittsburgh Steelers,12,NaN,5000,4250,https://www.espn.com/nfl/game?gameId=401547460
true,5,,Los Angeles Rams,12,,5,14500,Philadelphia Eagles,1,NaN,500,-14500,Los Angeles Rams,20,NaN,15000,14500,https://www.espn.com/nfl/game?gameId=401547467
true,5,,Arizona Cardinals,29,,20,97800,Cincinnati Bengals,9,NaN,2200,-97800,Arizona Cardinals,30,NaN,100000,97800,https://www.espn.com/nfl/game?gameId=401547466
true,5,,Denver Broncos,23,,2,5000,New York Jets,16,NaN,10000,-5000,Denver Broncos,18,NaN,15000,5000,https://www.espn.com/nfl/game?gameId=401547461
true,5,,Minnesota Vikings,13,,11,9550,Kansas City Chiefs,0,NaN,450,-9550,Minnesota Vikings,15,NaN,10000,9550,https://www.espn.com/nfl/game?gameId=401547462
true,5,,San Francisco 49ers,1,,3,-500,Dallas Cowboys,4,NaN,1000,500,San Francisco 49ers,2,NaN,500,-500,https://www.espn.com/nfl/game?gameId=401547354
true,5,,Las Vegas Raiders,30,,10,10000,Green Bay Packers,19,NaN,15000,-10000,Las Vegas Raiders,24,NaN,25000,10000,https://www.espn.com/nfl/game?gameId=401547468
true,6,,Kansas City Chiefs,2,,21,-14550,Denver Broncos,18,NaN,15000,14550,Kansas City Chiefs,0,NaN,450,-14550,https://www.espn.com/nfl/game?gameId=401547469
true,6,,Tennessee Titans,28,,25,39250,Baltimore Ravens,3,NaN,750,-39250,Tennessee Titans,26,NaN,40000,39250,https://www.espn.com/nfl/game?gameId=401547229
true,6,,Atlanta Falcons,22,,5,-5000,Washington Commanders,25,NaN,25000,5000,Atlanta Falcons,22,NaN,20000,-5000,https://www.espn.com/nfl/game?gameId=401547470
true,6,,Chicago Bears,26,,13,90000,Minnesota Vikings,15,NaN,10000,-90000,Chicago Bears,27,NaN,100000,90000,https://www.espn.com/nfl/game?gameId=401547475
true,6,,Cincinnati Bengals,9,,6,-1800,Seattle Seahawks,10,NaN,4000,1800,Cincinnati Bengals,9,NaN,2200,-1800,https://www.espn.com/nfl/game?gameId=401547471
true,6,,Cleveland Browns,14,,13,4500,San Francisco 49ers,2,NaN,500,-4500,Cleveland Browns,11,NaN,5000,4500,https://www.espn.com/nfl/game?gameId=401547476
true,6,,Miami Dolphins,6,,25,-99000,Carolina Panthers,31,NaN,100000,99000,Miami Dolphins,6,NaN,1000,-99000,https://www.espn.com/nfl/game?gameId=401547473
true,6,,Jacksonville Jaguars,11,,10,-18000,Indianapolis Colts,23,NaN,20000,18000,Jacksonville Jaguars,7,NaN,2000,-18000,https://www.espn.com/nfl/game?gameId=401547472
true,6,,Houston Texans,18,,2,4000,New Orleans Saints,14,NaN,6000,-4000,Houston Texans,17,NaN,10000,4000,https://www.espn.com/nfl/game?gameId=401547477
true,6,,Las Vegas Raiders,30,,6,-75000,New England Patriots,28,NaN,100000,75000,Las Vegas Raiders,24,NaN,25000,-75000,https://www.espn.com/nfl/game?gameId=401547474
true,6,,Los Angeles Rams,12,,17,-85000,Arizona Cardinals,30,NaN,100000,85000,Los Angeles Rams,20,NaN,15000,-85000,https://www.espn.com/nfl/game?gameId=401547479
true,6,,New York Jets,25,,18,9500,Philadelphia Eagles,1,NaN,500,-9500,New York Jets,16,NaN,10000,9500,https://www.espn.com/nfl/game?gameId=401547480
true,6,,Tampa Bay Buccaneers,19,,9,14000,Detroit Lions,5,NaN,1000,-14000,Tampa Bay Buccaneers,21,NaN,15000,14000,https://www.espn.com/nfl/game?gameId=401547478
true,6,,Buffalo Bills,5,,27,-97800,New York Giants,29,NaN,100000,97800,Buffalo Bills,8,NaN,2200,-97800,https://www.espn.com/nfl/game?gameId=401547481
true,6,,Los Angeles Chargers,8,,4,4000,Dallas Cowboys,4,NaN,1000,-4000,Los Angeles Chargers,13,NaN,5000,4000,https://www.espn.com/nfl/game?gameId=401547482
true,7,,New Orleans Saints,16,,5,4000,Jacksonville Jaguars,7,NaN,2000,-4000,New Orleans Saints,14,NaN,6000,4000,https://www.espn.com/nfl/game?gameId=401547483
true,7,,Chicago Bears,26,,4,75000,Las Vegas Raiders,24,NaN,25000,-75000,Chicago Bears,27,NaN,100000,75000,https://www.espn.com/nfl/game?gameId=401547490
true,7,,Indianapolis Colts,21,,7,15000,Cleveland Browns,11,NaN,5000,-15000,Indianapolis Colts,23,NaN,20000,15000,https://www.espn.com/nfl/game?gameId=401547484
true,7,,New England Patriots,24,,19,97800,Buffalo Bills,8,NaN,2200,-97800,New England Patriots,28,NaN,100000,97800,https://www.espn.com/nfl/game?gameId=401547485
true,7,,New York Giants,32,,5,75000,Washington Commanders,25,NaN,25000,-75000,New York Giants,29,NaN,100000,75000,https://www.espn.com/nfl/game?gameId=401547486
true,7,,Tampa Bay Buccaneers,19,,3,-5000,Atlanta Falcons,22,NaN,20000,5000,Tampa Bay Buccaneers,21,NaN,15000,-5000,https://www.espn.com/nfl/game?gameId=401547491
true,7,,Baltimore Ravens,3,,7,-250,Detroit Lions,5,NaN,1000,250,Baltimore Ravens,3,NaN,750,-250,https://www.espn.com/nfl/game?gameId=401547489
true,7,,Los Angeles Rams,12,,5,10000,Pittsburgh Steelers,12,NaN,5000,-10000,Los Angeles Rams,20,NaN,15000,10000,https://www.espn.com/nfl/game?gameId=401547492
true,7,,Seattle Seahawks,15,,14,-96000,Arizona Cardinals,30,NaN,100000,96000,Seattle Seahawks,10,NaN,4000,-96000,https://www.espn.com/nfl/game?gameId=401547493
true,7,,Denver Broncos,23,,3,0,Green Bay Packers,19,NaN,15000,0,Denver Broncos,18,NaN,15000,0,https://www.espn.com/nfl/game?gameId=401547487
true,7,,Kansas City Chiefs,2,,6,-4550,Los Angeles Chargers,13,NaN,5000,4550,Kansas City Chiefs,0,NaN,450,-4550,https://www.espn.com/nfl/game?gameId=401547488
true,7,,Philadelphia Eagles,7,,1,-500,Miami Dolphins,6,NaN,1000,500,Philadelphia Eagles,1,NaN,500,-500,https://www.espn.com/nfl/game?gameId=401547494
true,7,,Minnesota Vikings,13,,12,9500,San Francisco 49ers,2,NaN,500,-9500,Minnesota Vikings,15,NaN,10000,9500,https://www.espn.com/nfl/game?gameId=401547495
true,8,,Buffalo Bills,5,,14,-12800,Tampa Bay Buccaneers,21,NaN,15000,12800,Buffalo Bills,8,NaN,2200,-12800,https://www.espn.com/nfl/game?gameId=401547496
true,8,,Dallas Cowboys,4,,8,-14000,Los Angeles Rams,20,NaN,15000,14000,Dallas Cowboys,4,NaN,1000,-14000,https://www.espn.com/nfl/game?gameId=401547505
true,8,,Green Bay Packers,20,,7,5000,Minnesota Vikings,15,NaN,10000,-5000,Green Bay Packers,19,NaN,15000,5000,https://www.espn.com/nfl/game?gameId=401547506
true,8,,Tennessee Titans,28,,6,20000,Atlanta Falcons,22,NaN,20000,-20000,Tennessee Titans,26,NaN,40000,20000,https://www.espn.com/nfl/game?gameId=401547500
true,8,,Indianapolis Colts,21,,5,14000,New Orleans Saints,14,NaN,6000,-14000,Indianapolis Colts,23,NaN,20000,14000,https://www.espn.com/nfl/game?gameId=401547507
true,8,,Miami Dolphins,6,,18,-99000,New England Patriots,28,NaN,100000,99000,Miami Dolphins,6,NaN,1000,-99000,https://www.espn.com/nfl/game?gameId=401547497
true,8,,New York Giants,32,,7,90000,New York Jets,16,NaN,10000,-90000,New York Giants,29,NaN,100000,90000,https://www.espn.com/nfl/game?gameId=401547498
true,8,,Pittsburgh Steelers,17,,6,3000,Jacksonville Jaguars,7,NaN,2000,-3000,Pittsburgh Steelers,12,NaN,5000,3000,https://www.espn.com/nfl/game?gameId=401547499
true,8,,Washington Commanders,27,,20,24500,Philadelphia Eagles,1,NaN,500,-24500,Washington Commanders,25,NaN,25000,24500,https://www.espn.com/nfl/game?gameId=401547508
true,8,,Carolina Panthers,31,,13,90000,Houston Texans,17,NaN,10000,-90000,Carolina Panthers,31,NaN,100000,90000,https://www.espn.com/nfl/game?gameId=401547504
true,8,,Seattle Seahawks,15,,1,-1000,Cleveland Browns,11,NaN,5000,1000,Seattle Seahawks,10,NaN,4000,-1000,https://www.espn.com/nfl/game?gameId=401547509
true,8,,Denver Broncos,23,,21,14550,Kansas City Chiefs,0,NaN,450,-14550,Denver Broncos,18,NaN,15000,14550,https://www.espn.com/nfl/game?gameId=401547502
true,8,,Arizona Cardinals,29,,26,99250,Baltimore Ravens,3,NaN,750,-99250,Arizona Cardinals,30,NaN,100000,99250,https://www.espn.com/nfl/game?gameId=401547501
true,8,,San Francisco 49ers,1,,8,-1700,Cincinnati Bengals,9,NaN,2200,1700,San Francisco 49ers,2,NaN,500,-1700,https://www.espn.com/nfl/game?gameId=401547503
true,8,,Los Angeles Chargers,8,,18,-95000,Chicago Bears,27,NaN,100000,95000,Los Angeles Chargers,13,NaN,5000,-95000,https://www.espn.com/nfl/game?gameId=401547510
true,8,,Detroit Lions,10,,20,-24000,Las Vegas Raiders,24,NaN,25000,24000,Detroit Lions,5,NaN,1000,-24000,https://www.espn.com/nfl/game?gameId=401547511
true,9,,Pittsburgh Steelers,17,,11,-35000,Tennessee Titans,26,NaN,40000,35000,Pittsburgh Steelers,12,NaN,5000,-35000,https://www.espn.com/nfl/game?gameId=401547512
true,9,,Kansas City Chiefs,2,,4,-550,Miami Dolphins,6,NaN,1000,550,Kansas City Chiefs,0,NaN,450,-550,https://www.espn.com/nfl/game?gameId=401547230
true,9,,Atlanta Falcons,22,,9,10000,Minnesota Vikings,15,NaN,10000,-10000,Atlanta Falcons,22,NaN,20000,10000,https://www.espn.com/nfl/game?gameId=401547518
true,9,,Cleveland Browns,14,,15,-95000,Arizona Cardinals,30,NaN,100000,95000,Cleveland Browns,11,NaN,5000,-95000,https://www.espn.com/nfl/game?gameId=401547514
true,9,,Green Bay Packers,20,,8,0,Los Angeles Rams,20,NaN,15000,0,Green Bay Packers,19,NaN,15000,0,https://www.espn.com/nfl/game?gameId=401547519
true,9,,New England Patriots,24,,3,75000,Washington Commanders,25,NaN,25000,-75000,New England Patriots,28,NaN,100000,75000,https://www.espn.com/nfl/game?gameId=401547520
true,9,,New Orleans Saints,16,,10,-94000,Chicago Bears,27,NaN,100000,94000,New Orleans Saints,14,NaN,6000,-94000,https://www.espn.com/nfl/game?gameId=401547516
true,9,,Baltimore Ravens,3,,12,-3250,Seattle Seahawks,10,NaN,4000,3250,Baltimore Ravens,3,NaN,750,-3250,https://www.espn.com/nfl/game?gameId=401547513
true,9,,Houston Texans,18,,1,-5000,Tampa Bay Buccaneers,21,NaN,15000,5000,Houston Texans,17,NaN,10000,-5000,https://www.espn.com/nfl/game?gameId=401547515
true,9,,Carolina Panthers,31,,10,80000,Indianapolis Colts,23,NaN,20000,-80000,Carolina Panthers,31,NaN,100000,80000,https://www.espn.com/nfl/game?gameId=401547517
true,9,,Las Vegas Raiders,30,,2,-75000,New York Giants,29,NaN,100000,75000,Las Vegas Raiders,24,NaN,25000,-75000,https://www.espn.com/nfl/game?gameId=401547521
true,9,,Philadelphia Eagles,7,,3,-500,Dallas Cowboys,4,NaN,1000,500,Philadelphia Eagles,1,NaN,500,-500,https://www.espn.com/nfl/game?gameId=401547522
true,9,,Cincinnati Bengals,9,,4,0,Buffalo Bills,8,NaN,2200,0,Cincinnati Bengals,9,NaN,2200,0,https://www.espn.com/nfl/game?gameId=401547523
true,9,,New York Jets,25,,17,5000,Los Angeles Chargers,13,NaN,5000,-5000,New York Jets,16,NaN,10000,5000,https://www.espn.com/nfl/game?gameId=401547524
true,10,,Chicago Bears,26,,5,0,Carolina Panthers,31,NaN,100000,0,Chicago Bears,27,NaN,100000,0,https://www.espn.com/nfl/game?gameId=401547525
true,10,,New England Patriots,24,,3,80000,Indianapolis Colts,23,NaN,20000,-80000,New England Patriots,28,NaN,100000,80000,https://www.espn.com/nfl/game?gameId=401547231
true,10,,Cincinnati Bengals,9,,9,-7800,Houston Texans,17,NaN,10000,7800,Cincinnati Bengals,9,NaN,2200,-7800,https://www.espn.com/nfl/game?gameId=401547526
true,10,,Minnesota Vikings,13,,3,4000,New Orleans Saints,14,NaN,6000,-4000,Minnesota Vikings,15,NaN,10000,4000,https://www.espn.com/nfl/game?gameId=401547533
true,10,,Pittsburgh Steelers,17,,3,-10000,Green Bay Packers,19,NaN,15000,10000,Pittsburgh Steelers,12,NaN,5000,-10000,https://www.espn.com/nfl/game?gameId=401547527
true,10,,Tampa Bay Buccaneers,19,,9,-25000,Tennessee Titans,26,NaN,40000,25000,Tampa Bay Buccaneers,21,NaN,15000,-25000,https://www.espn.com/nfl/game?gameId=401547528
true,10,,Jacksonville Jaguars,11,,10,1500,San Francisco 49ers,2,NaN,500,-1500,Jacksonville Jaguars,7,NaN,2000,1500,https://www.espn.com/nfl/game?gameId=401547532
true,10,,Baltimore Ravens,3,,11,-4250,Cleveland Browns,11,NaN,5000,4250,Baltimore Ravens,3,NaN,750,-4250,https://www.espn.com/nfl/game?gameId=401547531
true,10,,Arizona Cardinals,29,,7,80000,Atlanta Falcons,22,NaN,20000,-80000,Arizona Cardinals,30,NaN,100000,80000,https://www.espn.com/nfl/game?gameId=401547529
true,10,,Los Angeles Chargers,8,,2,4000,Detroit Lions,5,NaN,1000,-4000,Los Angeles Chargers,13,NaN,5000,4000,https://www.espn.com/nfl/game?gameId=401547530
true,10,,Dallas Cowboys,4,,28,-99000,New York Giants,29,NaN,100000,99000,Dallas Cowboys,4,NaN,1000,-99000,https://www.espn.com/nfl/game?gameId=401547534
true,10,,Seattle Seahawks,15,,12,-21000,Washington Commanders,25,NaN,25000,21000,Seattle Seahawks,10,NaN,4000,-21000,https://www.espn.com/nfl/game?gameId=401547535
true,10,,Las Vegas Raiders,30,,5,15000,New York Jets,16,NaN,10000,-15000,Las Vegas Raiders,24,NaN,25000,15000,https://www.espn.com/nfl/game?gameId=401547536
true,10,,Buffalo Bills,5,,18,-12800,Denver Broncos,18,NaN,15000,12800,Buffalo Bills,8,NaN,2200,-12800,https://www.espn.com/nfl/game?gameId=401547537
true,11,,Baltimore Ravens,3,,6,-1450,Cincinnati Bengals,9,NaN,2200,1450,Baltimore Ravens,3,NaN,750,-1450,https://www.espn.com/nfl/game?gameId=401547538
false,11,Sunday,Miami Dolphins,6,81.1,24,-24000,Las Vegas Raiders,24,9.4,25000,24000,Miami Dolphins,6,90.5,1000,-24000,https://www.espn.com/nfl/game?gameId=401547542
false,11,Sunday,Dallas Cowboys,4,68.7,27,-99000,Dallas Cowboys,4,84.3,1000,-99000,Carolina Panthers,31,15.6,100000,99000,https://www.espn.com/nfl/game?gameId=401547545
false,11,Sunday,San Francisco 49ers,1,62.5,18,-14500,Tampa Bay Buccaneers,21,18.7,15000,14500,San Francisco 49ers,2,81.2,500,-14500,https://www.espn.com/nfl/game?gameId=401547549
false,11,Sunday,Buffalo Bills,5,59.3,20,-7800,New York Jets,16,20.3,10000,7800,Buffalo Bills,8,79.6,2200,-7800,https://www.espn.com/nfl/game?gameId=401547543
false,11,Sunday,Washington Commanders,27,42.3,5,-75000,New York Giants,29,28.7,100000,75000,Washington Commanders,25,71,25000,-75000,https://www.espn.com/nfl/game?gameId=401547548
false,11,Sunday,Jacksonville Jaguars,11,40.2,17,-38000,Tennessee Titans,26,29.8,40000,38000,Jacksonville Jaguars,7,70,2000,-38000,https://www.espn.com/nfl/game?gameId=401547541
false,11,Sunday,Detroit Lions,10,37.9,16,-99000,Chicago Bears,27,30.9,100000,99000,Detroit Lions,5,68.8,1000,-99000,https://www.espn.com/nfl/game?gameId=401547546
false,11,Sunday,Houston Texans,18,35.3,11,-90000,Arizona Cardinals,30,32.2,100000,90000,Houston Texans,17,67.5,10000,-90000,https://www.espn.com/nfl/game?gameId=401547540
false,11,Sunday,Los Angeles Chargers,8,34.3,12,-10000,Los Angeles Chargers,13,67,5000,-10000,Green Bay Packers,19,32.7,15000,10000,https://www.espn.com/nfl/game?gameId=401547547
false,11,Monday,Kansas City Chiefs,2,21.3,5,-50,Philadelphia Eagles,1,39.2,500,50,Kansas City Chiefs,0,60.5,450,-50,https://www.espn.com/nfl/game?gameId=401547345
false,11,Sunday,Minnesota Vikings,13,15.3,10,-5000,Minnesota Vikings,15,57.5,10000,-5000,Denver Broncos,18,42.2,15000,5000,https://www.espn.com/nfl/game?gameId=401547550
false,11,Sunday,Los Angeles Rams,12,10.6,3,11000,Seattle Seahawks,10,44.5,4000,-11000,Los Angeles Rams,20,55.1,15000,11000,https://www.espn.com/nfl/game?gameId=401547544
false,11,Sunday,Cleveland Browns,14,6,3,0,Pittsburgh Steelers,12,46.8,5000,0,Cleveland Browns,11,52.8,5000,0,https://www.espn.com/nfl/game?gameId=401547539
false,12,Sunday,Kansas City Chiefs,2,70.9,28,-24550,Kansas City Chiefs,0,85.4,450,-24550,Las Vegas Raiders,24,14.5,25000,24550,https://www.espn.com/nfl/game?gameId=401547557
false,12,Thursday,Dallas Cowboys,4,64.7,23,-24000,Washington Commanders,25,17.6,25000,24000,Dallas Cowboys,4,82.3,1000,-24000,https://www.espn.com/nfl/game?gameId=401547551
false,12,Friday,Miami Dolphins,6,52.2,19,-9000,Miami Dolphins,6,76,1000,-9000,New York Jets,16,23.8,10000,9000,https://www.espn.com/nfl/game?gameId=401547242
false,12,Sunday,New England Patriots,24,49.3,8,0,New England Patriots,28,74.5,100000,0,New York Giants,29,25.2,100000,0,https://www.espn.com/nfl/game?gameId=401547560
false,12,Thursday,San Francisco 49ers,1,44.5,14,-3500,San Francisco 49ers,2,72.1,500,-3500,Seattle Seahawks,10,27.6,4000,3500,https://www.espn.com/nfl/game?gameId=401547553
false,12,Sunday,Los Angeles Rams,12,33.1,17,-85000,Los Angeles Rams,20,66.4,15000,-85000,Arizona Cardinals,30,33.3,100000,85000,https://www.espn.com/nfl/game?gameId=401547562
false,12,Thursday,Detroit Lions,10,31.1,10,-14000,Green Bay Packers,19,34.3,15000,14000,Detroit Lions,5,65.4,1000,-14000,https://www.espn.com/nfl/game?gameId=401547552
false,12,Monday,Minnesota Vikings,13,26.3,13,-90000,Chicago Bears,27,36.7,100000,90000,Minnesota Vikings,15,63,10000,-90000,https://www.espn.com/nfl/game?gameId=401547565
false,12,Sunday,Cincinnati Bengals,9,25.9,8,-2800,Pittsburgh Steelers,12,36.9,5000,2800,Cincinnati Bengals,9,62.8,2200,-2800,https://www.espn.com/nfl/game?gameId=401547554
false,12,Sunday,Tennessee Titans,28,20.9,3,-60000,Carolina Panthers,31,39.4,100000,60000,Tennessee Titans,26,60.3,40000,-60000,https://www.espn.com/nfl/game?gameId=401547561
false,12,Sunday,Cleveland Browns,14,11.2,9,-10000,Cleveland Browns,11,55.4,5000,-10000,Denver Broncos,18,44.2,15000,10000,https://www.espn.com/nfl/game?gameId=401547563
false,12,Sunday,New Orleans Saints,16,10.2,6,-14000,New Orleans Saints,14,54.9,6000,-14000,Atlanta Falcons,22,44.7,20000,14000,https://www.espn.com/nfl/game?gameId=401547559
false,12,Sunday,Baltimore Ravens,3,9.3,5,-4250,Baltimore Ravens,3,54.5,750,-4250,Los Angeles Chargers,13,45.2,5000,4250,https://www.espn.com/nfl/game?gameId=401547564
false,12,Sunday,Jacksonville Jaguars,11,8.9,7,-8000,Jacksonville Jaguars,7,54.3,2000,-8000,Houston Texans,17,45.4,10000,8000,https://www.espn.com/nfl/game?gameId=401547555
false,12,Sunday,Indianapolis Colts,21,8.3,2,5000,Tampa Bay Buccaneers,21,45.7,15000,-5000,Indianapolis Colts,23,54,20000,5000,https://www.espn.com/nfl/game?gameId=401547556
false,12,Sunday,Buffalo Bills,5,7.3,2,1700,Buffalo Bills,8,53.5,2200,1700,Philadelphia Eagles,1,46.2,500,-1700,https://www.espn.com/nfl/game?gameId=401547558
false,13,Sunday,Miami Dolphins,6,54.2,21,-24000,Miami Dolphins,6,77,1000,-24000,Washington Commanders,25,22.8,25000,24000,https://www.espn.com/nfl/game?gameId=401547574
false,13,Sunday,Kansas City Chiefs,2,51.2,18,-14550,Kansas City Chiefs,0,75.5,450,-14550,Green Bay Packers,19,24.3,15000,14550,https://www.espn.com/nfl/game?gameId=401547576
false,13,Thursday,Dallas Cowboys,4,48.4,11,-3000,Seattle Seahawks,10,25.7,4000,3000,Dallas Cowboys,4,74.1,1000,-3000,https://www.espn.com/nfl/game?gameId=401547566
false,13,Sunday,Tampa Bay Buccaneers,19,39.3,12,-85000,Carolina Panthers,31,30.2,100000,85000,Tampa Bay Buccaneers,21,69.5,15000,-85000,https://www.espn.com/nfl/game?gameId=401547569
false,13,Sunday,Pittsburgh Steelers,17,38.9,12,-95000,Arizona Cardinals,30,30.4,100000,95000,Pittsburgh Steelers,12,69.3,5000,-95000,https://www.espn.com/nfl/game?gameId=401547568
